symbol,company_name
FDC,FDC Limited
FEDFINA,Fedbank Financial Services Limited
FEDDERSHOL,Fedders Holding Limited
FMGOETZE,Federal-Mogul Goetze (India) Limited.
FERMENTA,Fermenta Biotech Limited
FACT,Fertilizers and Chemicals Travancore Limited
FERVENTSYN,Fervent Synergies Limited
FGP,FGP Ltd
FIBERWEB,Fiberweb (India) Limited
FIEMIND,Fiem Industries Limited
FILATFASH,Filatex Fashions Limited
FILATEX,Filatex India Limited
FILME,Filmcity Media Ltd.
FILTRA,Filtra Consultants and Engineers Limited
FINEORG,Fine Organic Industries Limited
FINELINE,Fine-line Circuits Ltd.
FTL,Finelistings Technologies Limited
FCL,Fineotex Chemical Limited
FINKURVE,Finkurve Financial Services Limited
FINOPB,Fino Payments Bank Limited
FINCABLES,Finolex Cables Limited
FINPIPE,Finolex Industries Limited
1STCUS,First Custodian Fund (India) Ltd.
FIRSTFIN,FIRST FINTEC LIMITED
FSL,Firstsource Solutions Limited
FISCHER,Fischer Medical Ventures Limited
FIVESTAR,Five-Star Business Finance Limited
FLAIR,Flair Writing Industries Limited
FLEXFO,Flex Foods Ltd.
FLEXITUFF,Flexituff Ventures International Limited
FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITED
FLORACORP,Flora Corporation Limited
FLUIDOM,Fluidomat Ltd.
FOCUS,Focus Lighting and Fixtures Limited
FONE4,Fone4 Communications (India) Limited
FOODSIN,Foods & Inns Limited
FORBESCO,Forbes & Company Ltd
TOTEM,Forbes Precision Tools and Machine Parts Limited
FORCEMOT,FORCE MOTORS LTD
FORTIS,Fortis Healthcare Limited
FORTISMLR,Fortis Malar Hospitals Limited
FORINTL,Fortune International Ltd.
FOSECOC,FOSECO CRUCIBLE INDIA LIMITED
FOSECOIND,Foseco India Limited
FFPL,Foundry Fuel Products Ltd.
FRACTAL,Fractal Analytics Limited
FIL,Fractal Industries Limited
FRANKLININD,Franklin Industries Limited
FRANKLIN,Franklin Leasing and Finance Limited
FRASER,Fraser And Company Limited
FRATELLI,Fratelli Vineyards Limited
FREDUN,Fredun Pharmaceuticals Limited
FRONTCAP,Frontier Capital Limited
FRONTSP,Frontier Springs Limited
FRONTCORP,Frontline Corporation Limited
FRONTFN,Frontline Financial Services Ltd.
FRUTION,Fruition Venture Limited
NYKAA,FSN E-Commerce Ventures Limited
UTLSOLAR,Fujiyama Power Systems Limited
FUNDVISER,FUNDVISER CAPITAL (INDIA) LIMITED
FUSION,Fusion Finance Limited
FEL,Future Enterprises Limited
FELDVR,Future Enterprises Limited
FLFL,Future Lifestyle Fashions Limited
FMNL,Future Market Networks Limited
FUTURSEC,Futuristic Securities Ltd
FUTSOL,Futuristic Solutions Ltd.
FYNX,FYNX CAPITAL LIMITED
GMPL,G M Polyplast Limited
GRINFRA,G R Infraprojects Limited
GTECJAINX,G-TEC JAINX EDUCATION LIMITED
GGDPROP,G. G. Dandekar Properties Limited
GKP,G. K. P. Printing & Packaging Limited
GGAUTO,G.G.Automotive Gears Ltd.
GKCONS,G.k.Consultants Ltd.
GSAUTO,G.S. Auto International Ltd.
GSAILPP,G.S. Auto International Ltd.
GTIL,Gabion Technologies India Limited
GABRIEL,Gabriel India Limited
GPSL,Gabriel Pet Straps Limited
GATECH,GACM Technologies Limited
GATECHDVR,GACM Technologies Limited
ZGAEKWAR,Gaekwar Mills Ltd.
GAGAN,Gagan Gases Ltd.
GAIL,GAIL (India) Limited
GAJANANSEC,Gajanan Securities Services Ltd.
GGPL,Gala Global Products Limited
GALAPREC,Gala Precision Engineering Limited
GALACTICO,Galactico Corporate Services Limited
GALADAFIN,Galada Finance Limited
GALADA,Galada Power & Communication Ltd.
GALAGEX,Galaxy Agrico Exports Ltd.
GALXBRG,Galaxy Bearings Ltd.
GSLTD,GALAXY SUPERMARKET LIMITED
GALAXYSURF,Galaxy Surfactants Limited
GALLANTT,Gallantt Ispat Limited
GALLARD,Gallard Steel Limited
GALLOPENT,Gallops Enterprise  Limited
GAMCO,GAMCO LIMITED
TRADEUNO,GAME CHANGERS TEXFAB LIMITED
GANDHAR,Gandhar Oil Refinery (India) Limited
GANDHITUBE,Gandhi Special Tubes Limited
GANESHBE,Ganesh Benzoplast Limited
GANESHCP,Ganesh Consumer Products Limited
GANESHHOU,GANESH HOUSING LIMITED
GANECOS,Ganesha Ecosphere Limited
GANVERSE,GANESHA ECOVERSE LIMITED
GANGAFORGE,Ganga Forging Limited
GANGAPA,Ganga Papers India Ltd
GANGAPHARM,Ganga Pharmaceuticals Limited
GANGESSECU,Ganges Securities Limited
GANONPRO,Ganon Products Limited
GARBIFIN,Garbi Finvest Limited
GRSE,Garden Reach Shipbuilders & Engineers Limited
GARGFUR,Garg Furnace Ltd.
GARMNTMNTR,GARMENT MANTRA LIFESTYLE LIMITED
GARNET,Garnet Construction Ltd.
GARNETINT,Garnet International Limited
GARUDA,Garuda Construction and Engineering Limited
GRWRHITECH,Garware Hi-Tech Films Limited
GARWAMAR,Garware Marine Industries Ltd.
GARWAOFFS,GARWARE OFFSHORE SERVICES LIMITED
GARWSYN,Garware Synthetics Ltd.
GARFIBRES,Garware Technical Fibres Limited
GATEWAY,Gateway Distriparks Limited
GAUDIUMIVF,Gaudium IVF and Women Health Limited
GEL,Gautam Exim Limited
GGL,Gautam Gems Limited
GAYATRIBI,Gayatri BioOrganics Ltd
GAYAHWS,Gayatri Highways Limited
GAYAPROJ,Gayatri Projects Limited
GAYATRI,Gayatri Sugars Ltd.
GBLOGISTIC,GB Logistics Commerce Limited
GCMCAPI,GCM Capital Advisors Limited
GCMCOMM,GCM Commodity & Derivatives Limited
GCMSECU,GCM Securities Limited
GCONNECT,Gconnect Logitech and Supply Chain Limited
GDLLEAS,GDL Leasing & Finance ltd.
GVPIL,GE Power India Limited
GVT&D,GE Vernova T&D India Limited
GEE,GEE Ltd.
GEECEE,GeeCee Ventures Limited
GEEKAYWIRE,Geekay Wires Limited
GEMAROMA,Gem Aromatics Limited
GEMENVIRO,GEM Enviro Management Limited
GEMSPIN,Gem Spinners India Ltd
GEMSI,Gemstone Investments Ltd.
GICRE,General Insurance Corporation of India
GENCON,Generic Engineering Construction and Projects Limited
GENESYS,Genesys International Corporation Limited
GENNEX,Gennex Laboratories Ltd
GVBL,GENOMIC VALLEY BIOTECH LIMITED
GENPHARMA,GENPHARMASEC LIMITED
GENUSPAPER,Genus Paper & Boards Limited
GENUSPOWER,Genus Power Infrastructures Limited
GENUSPRIME,GENUS PRIME INFRA LIMITED
GEOJITFSL,Geojit Financial Services Limited
GETALONG,Getalong Enterprise Limited
GFLLIMITED,GFL Limited
GHCL,GHCL Limited
GHCLTEXTIL,GHCL Textiles Limited
GHUSHINE,Ghushine Fintrrade Ocean Limited
GHVINFRA,GHV INFRA PROJECTS LIMITED
GIANLIFE,Gian Life Care Limited
GICHSGFIN,GIC Housing Finance Limited
GILADAFINS,Gilada Finance & Investments Ltd.
GILLANDERS,Gillanders Arbuthnot & Company Limited
GILLETTE,Gillette India Limited
GINISILK,Gini Silk Mills Ltd.
GINNIFILA,Ginni Filaments Limited
GITARENEW,GITA RENEWABLE ENERGY LIMITED
GKENERGY,GK Energy Limited
GKB,GKB Ophthalmics Ltd.
GKWLIMITED,GKW Limited
GLAAMUP,GLAAM UP JWEL LIMITED
GLANCE,Glance Finance Ltd.
GLAND,Gland Pharma Limited
GLAXO,GlaxoSmithKline Pharmaceuticals Limited
GLEN,Glen Industries Limited
GLENMARK,Glenmark Pharmaceuticals Limited
GLITTEKG,Glittek Granites Ltd.
GLOBALCA,Global Capital Markets Ltd.
GDIL,GLOBAL DEFENCE INDUSTRIES LIMITED
GLOBAL,Global Education Limited
MEDANTA,Global Health Limited
GLHRL,Global Longlife Hospital and Research Limited
GLOBALLOG,Global Ocean Logistics India Limited
GSLSU,Global Surfaces Limited
GLOBALVECT,Global Vectra Helicorp Limited
GLOBALE,Globale Tessile Limited
GSTL,GlobalSpace Technologies Limited
GLOBECIVIL,Globe Civil Projects Limited
GLCL,Globe Commercials Limited
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED
GICL,Globe International Carriers Limited
GLOBTIER,Globtier Infotech limited
GLOBUSCON,Globus Constructors & Developers Limited
GLOBUSSPR,Globus Spirits Limited
GLOSTERLTD,Gloster Limited
GLOTTIS,Glottis Limited
GMBREW,GM Breweries Limited
GMMPFAUDLR,GMM Pfaudler Limited
GMRAIRPORT,GMR AIRPORTS LIMITED
GMRP&UI,GMR Power and Urban Infra Limited
GNA,GNA Axles Limited
EBGNG,GNG Electronics Limited
GODIGIT,Go Digit General Insurance Limited
GOCOLORS,Go Fashion (India) Limited
GOACARBON,Goa Carbon Limited
GOBLIN,GOBLIN INDIA LIMITED
GOCLCORP,GOCL Corporation Limited
GODAVARIB,Godavari Biorefineries Limited
GODAVARI,Godavari Drugs Ltd.
GPIL,Godawari Power And Ispat limited
GODFRYPHLP,Godfrey Phillips India Limited
GODREJAGRO,Godrej Agrovet Limited
GODREJCP,Godrej Consumer Products Limited
GODREJIND,Godrej Industries Limited
GODREJPROP,Godrej Properties Limited
GOELCONS,GOEL CONSTRUCTION COMPANY LIMITED
GOEL,Goel Food Products Limited
GBFL,Goenka Business & Finance Limited
GOGIACAPGL,GOGIA CAPITAL GROWTH LIMITED
GOKAKTEX,GOKAK TEXTILES LTD.
GOKEX,Gokaldas Exports Limited
GOKULAGRO,Gokul Agro Resources Limited
GOKUL,Gokul Refoils and Solvent Limited
ZGOLDINV,Gold Rock Investments Ltd.
GOLDENCREST,Golden Crest Education & Services Limited
GOLDLEG,Golden Legand Leasing & Finance Ltd
GOLDENTOBC,Golden Tobacco Limited
GOLDIAM,Goldiam International Limited
GLPL,GOLDLINE PHARMACEUTICAL LIMITED
GOLECHA,Golechha Global Finance Ltd.
GOLKUNDIA,Golkunda Diamonds & Jewellery Ltd.
GOODLUCK,Goodluck India Limited
GOODRICKE,Goodricke Group Ltd.
GOODYEAR,Goodyear India Limited
GOPAL,Gopal Snacks Limited
GORANIN,Gorani Industries Ltd.
GOTHIPL,Gothi Plascon (India) Ltd.
GOURMET,GOURMET GATEWAY INDIA LIMITED
GOWRALE,Gowra Leasing & Finance Ltd.
GOYALALUM,Goyal Aluminiums Limited
GOYALASS,Goyal Associates Ltd.
GULFPETRO,GP Petroleums Limited
GPTHEALTH,GPT Healthcare Limited
GPTINFRA,GPT Infraprojects Limited
GRADIENTE,Gradiente Infotainment Limited
GRAMEVA,GRAMEVA LIMITED
GRANDOAK,Grand Oak Canyons Distillery Limited
GRANDMA,Grandma Trading & Agencies Ltd.
GRANULES,Granules India Limited
GRAPHITE,Graphite India Limited
GRASIM,Grasim Industries Limited
GRATEXI,Gratex Industries Ltd.
GRAUWEIL,Grauer & Weil India Limited
GRAVISSHO,Graviss Hospitality Limited
GRAVITA,Gravita India Limited
GRAVITY,Gravity (India) Ltd.
GRERENEW,GRE Renew Enertech Limited
GREAVESCOT,Greaves Cotton Limited
GREENCREST,Greencrest Financial Services Limited
GVL,Greenhitech Ventures Limited
GREENLAM,Greenlam Industries Limited
GREENPANEL,Greenpanel Industries Limited
GREENPLY,Greenply Industries Limited
GCSL,Gretex Corporate Services Limited
GRINDWELL,Grindwell Norton Limited
GRMOVER,GRM Overseas Limited
GROARC,GROARC INDUSTRIES INDIA LIMITED
GROVY,Grovy India Limited
GROWINGTON,GROWINGTON VENTURES INDIA LIMITED
GROWWPOWER,Groww Mutual Fund
GROWWHOSPI,Groww Mutual Fund
GROWWDEFNC,GROWW MUTUAL FUND  PERMITTED
GROWWRAIL,GROWW MUTUAL FUND  PERMITTED
GRPLTD,GRP Limited
GSBFIN,GSB Finance Ltd.
GSLSEC,GSL Securities Ltd.
GSPCROP,GSP Crop Science Limited
GSS,GSS Infotech Limited
GTLINFRA,GTL Infrastructure Limited
GTL,GTL Limited
GTNINDS,GTN Industries Limited
GTNTEX,GTN Textiles Ltd. (formerly known as GTN Industries Ltd.)
GTPL,GTPL Hathway Limited
GTTDATA,GTT DATA SOLUTIONS LIMITED
GTV,GTV Engineering Limited
GUFICBIO,Gufic Biosciences Limited
GUJALKALI,Gujarat Alkalies and Chemicals Limited
GAEL,Gujarat Ambuja Exports Limited
GUJAPOLLO,Gujarat Apollo Industries Limited
GUJCONT,Gujarat Containers Ltd.
GUJCOTEX,Gujarat Cotex Ltd
GUJCRAFT,Gujarat Craft Industries Ltd.
GUJCRED,Gujarat Credit Corporation Ltd.
FLUOROCHEM,Gujarat Fluorochemicals Limited
GUJGASLTD,Gujarat Gas Limited
GUJHOTE,Gujarat Hotels Ltd.
GUJHYSPIN,Gujarat Hy-Spin Limited
GIPCL,Gujarat Industries Power Company Limited
GUJINJEC,Gujarat Inject (Kerala) Ltd.
GUJINTRX,Gujarat Intrux Limited
GUJINV,Gujarat Investa Ltd.
GKSL,Gujarat Kidney And Super Speciality Limited
GLFL,Gujarat Lease Financing Limited
GMDCLTD,Gujarat Mineral Development Corporation Limited
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited
GNRL,Gujarat Natural Resources Limited
GPAPL,GUJARAT PEANUT AND AGRI PRODUCTS LIMITED
GUJPETR,Gujarat Petrosynthese Ltd.
GPPL,Gujarat Pipavav Port Limited
GUJARATPOLY,Gujarat Poly Electronics Limited
GUJRAFFIA,Gujarat Raffia Industries Limited
GSFC,Gujarat State Fertilizers & Chemicals Limited
GUJSTATFIN,Gujarat State Financial corporation
GUJTERC,Gujarat Terce Laboratories Ltd
GUJTHEM,Gujarat Themis Biosyn Limited
GUJTLRM,Gujarat Toolroom Ltd.
GUJWIND,Gujarat Winding Systems Limited
GUJJUBHAI,GUJJUBHAI INDUSTRIES LIMITED
GULFOILLUB,Gulf Oil Lubricants India Limited
GULPOLY,Gulshan Polyols Limited
GKL,GURU KRUPA GEMS AND JEWELLERY LIMITED
GVKPIL,GVK Power & Infrastructure Limited
GVPTECH,GVP Infotech Limited
GYANDEV,Gyan Developers & Builders Ltd.
GYFTR,GYFTR LIMITED
HGINFRA,H.G. Infra Engineering Limited
HMEML,H.M. ELECTRO MECH LIMITED
HPCOTTON,H.P. Cotton Textile Mills Ltd.
HOTLSILV,H.S.India Ltd.
HALDER,Halder Venture Limited
HALDYNGL,Haldyn Glass Limited
HALEOSLABS,HALEOS LABS LIMITED
HAMPS,HAMPS BIO LIMITED
HAMPTON,HAMPTON SKY REALTY LIMITED
HGM,HandsOn Global Management (HGM) Limited
HANMAN,HANMAN FIT LIMITED
HANNAH,Hannah Joseph Hospital Limited
HAPPSTMNDS,Happiest Minds Technologies Limited
HAPPYFORGE,Happy Forgings Limited
HARDCAS,Hardcastle & Waud Mfg. Co. Ltd.
HARDWYN,Hardwyn India Limited
HARIAAPL,Haria Apparels Limited
HARIAEXPO,Haria Exports Ltd.
HARIKANTA,HARIKANTA OVERSEAS LIMITED
HARIOMPIPE,Hariom Pipe Industries Limited
HARISH,Harish Textile Engineers Limited
HRYNSHP,Hariyana Ship Breakers Ltd.
HVL,HARIYANA VENTURES LIMITED
HARRMALAYA,Harrisons  Malayalam Limited
HARSHA,Harsha Engineers International Limited
HARSHDEEP,HARSHDEEP HORTICO LIMITED
HARSHILAGR,HARSHIL AGROTECH LIMITED
HARYNACAP,Haryana Capfin Ltd.
HARAFIN,Haryana Financial Corporation ltd.
HARLETH,Haryana Leather Chemicals Ltd.
HASJUICE,Has Lifestyle Limited
HASTIFIN,Hasti Finance Ltd.
HATHWAYB,Hathway Bhawani Cabletel & Datacom
HATHWAY,Hathway Cable & Datacom Limited
HATSUN,Hatsun Agro Product Limited
HAVELLS,Havells India Limited
HAWAENG,Hawa Engineers ltd.
HAWKINCOOK,Hawkins Cookers Limited
HAZOOR,Hazoor Multi Projects Limited
HBESD,HB Estate Developers Limited
HBLEAS,HB Leasing & Finance Co. Ltd.
HBPOR,HB Portfolio Ltd.
HBSL,HB Stockholdings Limited
HBGHOTELS,HBG HOTELS LIMITED
HBLENGINE,HBL Engineering Limited
HCKKVENTURE,HCKK Ventures Limited
HCL-INSYS,HCL Infosystems Limited
HCLTECH,HCL Technologies Limited
HPBL,HCP PLASTENE BULKPACK LIMITED
HDBFS,HDB Financial Services Limited
HDFCAMC,HDFC Asset Management Company Limited
HDFCBANK,HDFC Bank Limited
HDFCLIFE,HDFC Life Insurance Company Limited
HDFCNIFTY,HDFC Mutual Fund
HDFCSENSEX,HDFC Mutual Fund
HDFCNIFBAN,HDFC Mutual Fund
HDFCNIF100,HDFC Mutual Fund
HDFCNEXT50,HDFC Mutual Fund
HDFCQUAL,HDFC Mutual Fund
HDFCGROWTH,HDFC Mutual Fund
HDFCVALUE,HDFC Mutual Fund
HDFCLOWVOL,HDFC Mutual Fund
HDFCMOMENT,HDFC Mutual Fund
HDFCNIFIT,HDFC Mutual Fund
HDFCPVTBAN,HDFC Mutual Fund
HDFCBSE500,HDFC Mutual Fund
HDFCSML250,HDFC Mutual Fund
HDFCMID150,HDFC Mutual Fund
HDFCPSUBK,HDFC Mutual Fund
HEADSUP,Heads UP Ventures Limited
HEALTHX,Health X Platform Limited
HCG,Healthcare Global Enterprises Limited
HEALINV,Healthy Investments Ltd.
HEALTHYLIFE,HEALTHY LIFE AGRITEC LIMITED
HECPROJECT,HEC Infra Projects Limited
HEERAISP,Heera Ispat Ltd.
HEG,HEG Limited
HEIDELBERG,HeidelbergCement India Limited
HELLOJI,HELLOJI HOLIDAYS LIMITED
HELPAGE,Helpage Finlease Ltd.
ZHEMHOLD,HEM Holdings and Trading Ltd.
HEMANG,Hemang Resources Limited
HSIL,Hemant Surgical Industries Limited
HEMIPROP,Hemisphere Properties India Limited
HERANBA,Heranba Industries Limited
HERCULES,Hercules Investments Limited
HERITGFOOD,Heritage Foods Limited
HEROMOTOCO,Hero MotoCorp Limited
HESTERBIO,Hester Biosciences Limited
HEXATRADEX,Hexa Tradex Limited
HEXAGON,Hexagon Nutrition Limited
HEXT,Hexaware Technologies Limited
HFCL,HFCL Limited
HIKLASS,Hi-Klass Trading and Investment Limited
HITECH,Hi-Tech Pipes Limited
HIGHENE,High Energy Batteries (India) Ltd.
HIGHNESS,Highness Microelectronics Limited
HILINFRA,Highway Infrastructure Limited
HIKAL,Hikal Limited
HILIKS,HILIKS TECHNOLOGIES LIMITED
HILLTONE,Hilltone Software and Gases Ltd
HILTON,Hilton Metal Forging Limited
HIMTEK,HIM TEKNOFORGE LIMITED
HSCL,Himadri Speciality Chemical Limited
HFIL,HIMALAYA FOOD INTERNATIONAL LIMITED
HIMATSEIDE,Himatsingka Seide Limited
HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.
HCLTD,HIND COMMERCE LIMITED
HIRECT,Hind Rectifiers Limited
HINDALCO,Hindalco Industries Limited
HINDCON,Hindcon Chemicals Limited
HINDMILL,Hindoostan Mills Ltd.
HPIL,Hindprakash Industries Limited
HGS,Hinduja Global Solutions Limited
HINDADH,Hindustan Adhesives Ltd.
HAL,Hindustan Aeronautics Limited
HINDUST,Hindustan Agrigenetics Ltd.
HINDAPL,Hindustan Appliances Ltd
HINDBIO,Hindustan Bio Sciences Ltd.
HINDCOMPOS,Hindustan Composites Limited
HCC,Hindustan Construction Company Limited
HINDCOPPER,Hindustan Copper Limited
HNDFDS,Hindustan Foods Limited
HINDHARD,HINDUSTAN HARDY LIMITED
ZHINDHSG,Hindustan Housing Co. Ltd.
HMVL,Hindustan Media Ventures Limited
HINDMOTORS,Hindustan Motors Ltd.
HINDOILEXP,Hindustan Oil Exploration Company Limited
HOCL,Hindustan Organic Chemicals Ltd.
HINDPETRO,Hindustan Petroleum Corporation Limited
HINDTIN,Hindustan Tin Works Ltd.
HINDUNILVR,Hindustan Unilever Limited
HINDZINC,Hindustan Zinc Limited
ZHINUDYP,Hindusthan Udyog Ltd
HINDWAREAP,Hindware Home Innovation Limited
HIPOLIN,Hipolin Ltd.
HIRAUTO,Hira Automobiles Ltd.
HISARMETAL,Hisar Metal Industries Limited
HISARSP,Hisar Spinning Mills Ltd
HITKITGLO,Hit Kit Global Solutions Ltd
POWERINDIA,Hitachi Energy India Limited
HITECHCORP,Hitech Corporation Limited
HITTCO,Hittco Tools Ltd.
HLEGLAS,HLE Glascoat Limited
HLVLTD,HLV LIMITED
HMAAGRO,HMA Agro Industries Limited
HMT,HMT Limited
HOMEFIRST,Home First Finance Company India Limited
HOM,HOMRE LIMITED
HONASA,Honasa Consumer Limited
HONDAPOWER,Honda India Power Products Limited
HONAUT,Honeywell Automation India Limited
HORIZON,HORIZON RECLAIM (INDIA) LIMITED
HUDCO,Housing & Urban Development Corporation Limited
HDIL,Housing Development and Infrastructure Limited
HOWARHO,Howard Hotels Limited
HPAL,HP Adhesives Limited
HPL,HPL Electric & Power Limited
HRS,HRS ALUGLAZE LIMITED
HTMEDIA,HT Media Limited
HUBTOWN,Hubtown Limited
HUHTAMAKI,Huhtamaki India Limited
HBEL,Humming Bird Education Limited
HYBRIDFIN,Hybrid Financial Services Limited
HYPERSOFT,HYPERSOFT TECHNOLOGIES LIMITED
HYUNDAI,Hyundai Motor India Limited
IBINFO,IB Infotech Enterprises Ltd
ICDSLTD,ICDS Limited
ICEMAKE,Ice Make Refrigeration Limited
ICICIBANK,ICICI Bank Limited
ICICIGI,ICICI Lombard General Insurance Company Limited
ICICIAMC,ICICI Prudential Asset Management Company Limited
ICICIPRULI,ICICI Prudential Life Insurance Company Limited
NIFTYIETF,ICICI Prudential Mutual Fund
NIF100IETF,ICICI Prudential Mutual Fund
NV20IETF,ICICI Prudential Mutual Fund
MIDSELIETF,ICICI Prudential Mutual Fund
LOWVOLIETF,ICICI Prudential Mutual Fund
ICICIB22,ICICI Prudential Mutual Fund
BSE500IETF,ICICI Prudential Mutual Fund
NEXT50IETF,ICICI Prudential Mutual Fund
BANKIETF,ICICI Prudential Mutual Fund
PVTBANIETF,ICICI Prudential Mutual Fund
MIDCAPIETF,ICICI Prudential Mutual Fund
ALPL30IETF,ICICI Prudential Mutual Fund
ITIETF,ICICI Prudential Mutual Fund
HEALTHIETF,ICICI Prudential Mutual Fund
FMCGIETF,ICICI Prudential Mutual Fund
CONSUMIETF,ICICI Prudential Mutual Fund
AUTOIETF,ICICI Prudential Mutual Fund
MOM30IETF,ICICI Prudential Mutual Fund
INFRAIETF,ICICI Prudential Mutual Fund
FINIETF,ICICI Prudential Mutual Fund
COMMOIETF,ICICI Prudential Mutual Fund
PSUBNKIETF,ICICI Prudential Mutual Fund
QUAL30IETF,ICICI Prudential Mutual Fund
OILIETF,ICICI Prudential Mutual Fund
METALIETF,ICICI Prudential Mutual Fund
VAL30IETF,ICICI Prudential Mutual Fund
EVIETF,ICICI Prudential Mutual Fund
TOP15IETF,ICICI Prudential Mutual Fund
ISIFHLSG,ICICI Prudential Mutual Fund
ISIFHLSDG,ICICI Prudential Mutual Fund
ISIFAAFG,ICICI Prudential Mutual Fund
ISIFAAFDG,ICICI Prudential Mutual Fund
SENSEXIETF,ICICI Prudential Mutual Fund
ICODEX,ICODEX PUBLISHING SOLUTIONS LIMITED
ICON,Icon Facilitators Limited
ICONIKSPEV,ICONIK SPORTS AND EVENTS LIMITED
ICRA,ICRA Limited
IDBI,IDBI Bank Limited
IDEAFORGE,Ideaforge Technology Limited
IDENTIXWEB,Identixweb Limited
IDFCFIRSTB,IDFC First Bank Limited
IDREAM,IDream Film Infrastructure Company Limited
IECEDU,IEC Education Limited
INDXTRA,IEL LIMITED
IFBAGRO,IFB Agro Industries Limited
IFBIND,IFB Industries Limited
IFCI,IFCI Limited
IFGLEXPOR,IFGL Refractories Limited
IFL,IFL ENTERPRISES LIMITED
IGPL,IG Petrochemicals Limited
IGARASHI,Igarashi Motors India Limited
IGCIL,IGC Industries Limited
IIFLCAPS,IIFL Capital Services Limited
IIFL,IIFL Finance Limited
IIRM,IIRM HOLDINGS INDIA LIMITED
IITLPROJ,IITL PROJECTS LIMITED
IKIO,IKIO Technologies Limited
IKOMA,IKOMA TECHNOLOGIES LIMITED
IL&FSENGG,IL&FS Engineering and Construction Company Limited
IVC,IL&FS Investment Managers Limited
IL&FSTRANS,IL&FS Transportation Networks Limited
IMAGICAA,Imagicaaworld Entertainment Limited
IMEC,IMEC SERVICES LIMITED
INANI,Inani Marbles & Industries Ltd.
INANISEC,Inani Securities Ltd.
INCAP,Incap Ltd
INCON,Incon Engineers Ltd.
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED
INDBNK,Ind Bank Housing Ltd
INDRENEW,IND Renewable Energy Ltd
INDAGIV,Ind-Agiv Commerce Ltd.
INDSWFTLAB,Ind-Swift Laboratories Limited
INDAG,Indag Rubber Ltd.
INDBANK,Indbank Merchant Banking Services Limited
BAJAJINDEF,Indef Manufacturing Limited
INDGN,Indegene Limited
INDERGR,Indergiri Finance ltd.
INDCEMCAP,India Cements Capital Limited
IFINSEC,India Finsec Limited
INDGELA,India Gelatine & Chemicals Ltd.
INDIAGLYCO,India Glycols Limited
INDIAHOME,India Home Loan Limited
INDIAHOMES,India Homes Limited
INDLEASE,India Lease Devl. Ltd.
IMPAL,India Motor Parts and Accessories Limited
INDNIPPON,India Nippon Electricals Limited
INDIANVSH,India Nivesh Limited
IPL,India Pesticides Limited
INDIASHLTR,India Shelter Finance Corporation Limited
ITDC,India Tourism Development Corporation Limited
IBULLSLTD,Indiabulls Limited
INDIAMART,Indiamart Intermesh Limited
INDIANACRY,Indian Acrylics Ltd
INDIANB,Indian Bank
INDIANCARD,Indian Card Clothing Company Limited
IEX,Indian Energy Exchange Limited
INDIANHUME,Indian Hume Pipe Company Limited
INDINFO,Indian Infotech And Software Ltd.
INLCM,Indian Link Chain Mnfrs. Ltd.
IMFA,Indian Metals & Ferro Alloys Limited
IOC,Indian Oil Corporation Limited
IOB,Indian Overseas Bank
IRCTC,Indian Railway Catering And Tourism Corporation Limited
IRFC,Indian Railway Finance Corporation Limited
IREDA,Indian Renewable Energy Development Agency Limited
INDSUCR,Indian Sucrose Ltd.
INDTERRAIN,Indian Terrain Fashions Limited
INDTONER,Indian Toners & Developers Ltd.
INDIGOPNTS,Indigo Paints Limited
INDIQUBE,Indiqube Spaces Limited
INDOAMIN,Indo Amines Limited
INDOBORAX,Indo Borax & Chemicals Limited
ICL,Indo Cotspin Limited
ICIL,Indo Count Industries Limited
INDOCRED,Indo Credit Capital Ltd.
INDOEURO,Indo Euro Indchem Limited
INDOFARM,Indo Farm Equipment Limited
IGLFXPL-B,Indo Gulf Industries  Ltd.
INDORAMA,Indo Rama Synthetics (India) Limited
INDOSMC,INDO SMC Limited
INDOTECH,Indo Tech Transformers Limited
INDOTHAI,Indo Thai Securities Limited
INDOUS,Indo Us Biotech Limited
INDOCITY,Indo-City Infotech Ltd.
NIPPOBATRY,Indo-National Limited
INDOBELL,Indobell Insulations Limited
INDOCO,Indoco Remedies Limited
IGCL,Indogulf Cropsciences Limited
INDOKEM,Indokem Ltd
INDONG,INDONG TEA COMPANY LIMITED
WAAREEINDO,Indosolar Limited
INDOSTAR,IndoStar Capital Finance Limited
INDOWIND,Indowind Energy Limited
IGL,Indraprastha Gas Limited
INDRAMEDCO,Indraprastha Medical Corporation Limited
INDRANIB,Indrayani Biotech Ltd.
INDSILHYD,Indsil Hydro Power and Manganese Limited
INDCTST,Inducto Steels ltd.
INDUSFINL,Indus Finance Limited
INDUSTOWER,Indus Towers Limited
INDUSINDBK,IndusInd Bank Limited
INDPRUD,Industrial & Prudential Investment Company Limited
IITL,Industrial Investment Trust Limited
INFINITY,Infinity Infoway Limited
INFLAME,Inflame Appliances Limited
NAUKRI,Info Edge (India) Limited
INFOBEAN,InfoBeans Technologies Limited
INFOMEDIA,Infomedia Press Limited
INFONATIVE,INFONATIVE SOLUTIONS LIMITED
